Id;R;Rm;Nome;Squadra;Pv;Mv;Fm;Gf;Gs;Rp;Rc;R+;R-;Ass;Amm;Esp;Au
2428;P;Por;Sommer;Inter;34;6,12;5,63;0;19;1;0;0;0;0;1;0;0
453;P;Por;Szczesny;Juventus;35;6,21;5,43;0;30;1;0;0;0;0;1;0;0
5841;P;Por;Svilar;Roma;15;6,47;5,37;0;19;1;0;0;0;0;1;0;0
5876;P;Por;Di Gregorio;Monza;33;6,35;5,47;0;35;2;0;0;0;0;0;0;0
133;P;Por;Skorupski;Bologna;32;6,17;5,33;0;29;1;0;0;0;0;2;0;0
2815;P;Por;Terracciano;Fiorentina;33;6,27;5,26;0;35;1;0;0;0;0;3;0;0
4431;P;Por;Carnesecchi;Atalanta;27;6,19;5,3;0;30;2;0;0;0;0;0;0;0
2170;P;Por;Milinkovic-Savic V.;Torino;36;6,12;5,24;0;31;0;0;0;0;0;2;0;0
4360;P;Por;Caprile;Empoli;23;6,26;5,22;0;27;1;0;0;0;0;0;0;0
572;P;Por;Meret;Napoli;31;6,06;4,97;0;40;2;0;0;0;0;0;0;0
4957;P;Por;Montipo';Verona;37;6,31;4,99;0;49;0;0;0;0;0;0;0;0
2134;P;Por;Falcone;Lecce;38;6,25;4,91;0;54;1;0;0;0;0;0;0;0
2814;P;Por;Provedel;Lazio;30;6,23;5,13;0;33;0;0;0;0;0;0;0;0
5116;P;Por;Martinez Jo.;Genoa;36;6,14;4,97;0;43;1;0;0;0;0;2;1;0
6462;P;Por;Okoye;Udinese;21;6,17;4,93;0;25;0;0;0;0;0;2;0;0
6482;P;Por;Mandas;Lazio;8;6,25;5,5;0;6;0;0;0;0;0;0;0;0
4312;P;Por;Maignan;Milan;29;6,05;4,86;0;34;0;0;0;0;1;1;1;0
2722;P;Por;Ravaglia F.;Bologna;6;6,33;6,33;0;3;1;0;0;0;0;0;0;0
509;P;Por;Consigli;Sassuolo;35;6,14;4,27;0;68;1;0;0;0;0;1;0;0
574;P;Por;Scuffet;Cagliari;31;6,13;4,31;0;55;0;0;0;0;0;3;0;0
4270;P;Por;Rui Patricio;Roma;23;5,98;4,78;0;27;0;0;0;0;0;1;0;0
4867;P;Por;Turati;Frosinone;31;6,19;4,42;0;58;1;0;0;0;0;0;0;0
4;P;Por;Sportiello;Milan;7;6,14;4,57;0;11;0;0;0;0;0;0;0;0
761;P;Por;Audero;Inter;4;6;5,25;0;3;0;0;0;0;0;0;0;0
2792;P;Por;Musso;Atalanta;11;6,14;5,05;0;12;0;0;0;0;0;0;0;0
218;P;Por;Perin;Juventus;3;6;5,67;0;1;0;0;0;0;0;0;0;0
2294;P;Por;Cerofolini;Frosinone;8;5,94;4,25;0;11;0;0;0;0;0;1;0;1
6120;P;Por;Ochoa;Salernitana;21;6,31;4,21;0;44;0;0;0;0;0;0;0;0
316;P;Por;Berisha;Empoli;14;6,11;4,54;0;25;1;0;0;0;0;0;0;0
511;P;Por;Perilli;Verona;1;7,5;5,5;0;2;0;0;0;0;0;0;0;0
1926;P;Por;Di Gennaro;Inter;1;6,5;6,5;0;0;0;0;0;0;0;0;0;0
1930;P;Por;Pinsoglio;Juventus;1;6,5;6,5;0;0;0;0;0;0;0;0;0;0
2297;P;Por;Rossi F.;Atalanta;1;6,5;6,5;0;0;0;0;0;0;0;0;0;0
188;P;Por;Leali;Genoa;2;6,5;5,25;0;2;0;0;0;0;0;1;0;0
610;P;Por;Gollini;Napoli;7;6;4,86;0;8;0;0;0;0;0;0;0;0
1946;P;Por;Aresti;Cagliari;1;6;5;0;1;0;0;0;0;0;0;0;0
1947;P;Por;Fiorillo;Salernitana;4;6;3,88;0;8;0;0;0;0;0;1;0;0
2178;P;Por;Cragno;Sassuolo;3;6;3,67;0;7;0;0;0;0;0;0;0;0
2211;P;Por;Silvestri;Udinese;17;5,82;4,18;0;28;0;0;0;0;0;0;0;0
5853;P;Por;Sorrentino A.;Monza;7;6;3,71;0;16;0;0;0;0;0;0;0;0
3;P;Por;Radunovic;Cagliari;7;5,71;4;0;12;0;0;0;0;0;0;0;0
41;P;Por;Mirante;Milan;2;6,25;4,75;0;3;0;0;0;0;0;0;0;0
159;P;Por;Sepe;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
217;P;Por;Lamanna;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
219;P;Por;Sommariva;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
510;P;Por;Pegolo;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
543;P;Por;Padelli;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
673;P;Por;Perisan;Empoli;1;5;3;0;2;0;0;0;0;0;0;0;0
2338;P;Por;Costil;Salernitana;13;6,19;3,96;0;29;0;0;0;0;0;0;0;0
2799;P;Por;Frattali;Frosinone;0;0;0;0;0;0;0;0;0;0;0;0;0
2845;P;Por;Contini;Napoli;1;6;6;0;0;0;0;0;0;0;0;0;0
4351;P;Por;Brancolini;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
4468;P;Por;Bleve;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
4491;P;Por;Berardi A.;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
4525;P;Por;Gemello;Torino;2;5;2,5;0;5;0;0;0;0;0;0;0;0
5304;P;Por;Boer;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
5502;P;Por;Adamonis;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
5707;P;Por;Piana;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
5822;P;Por;Bagnolini;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
5832;P;Por;Luis Maximiano;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
6184;P;Por;Martinelli T.;Fiorentina;1;6,5;4,5;0;2;0;0;0;0;0;0;0;0
6210;P;Por;Popa;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
6234;P;Por;Stubljar;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
6248;P;Por;Stankovic F.;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
6255;P;Por;Gori;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
6403;P;Por;Christensen O.;Fiorentina;4;5,5;3,25;0;9;0;0;0;0;0;0;0;0
6406;P;Por;Borbei;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
6415;P;Por;Palmisani;Frosinone;0;0;0;0;0;0;0;0;0;0;0;0;0
6505;P;Por;Nava;Milan;1;5,5;4,5;0;1;0;0;0;0;0;0;0;0
6509;P;Por;Gasperini T.;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
6523;P;Por;Samooja;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
6569;P;Por;Stolz;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
254;D;E;Dimarco;Inter;30;6,48;7,18;5;0;0;0;0;0;6;0;0;0
4433;D;"Dd;Ds;E";Zortea;Frosinone;19;6,16;6,63;2;0;0;0;0;0;5;4;0;0
5513;D;E;Dumfries;Inter;30;6,1;6,53;4;0;0;0;0;0;3;2;1;0
2724;D;Dc;Buongiorno;Torino;29;6,31;6,5;3;0;0;0;0;0;0;7;0;0
4292;D;"Ds;E";Hernandez T.;Milan;32;6,17;6,45;5;0;0;2;1;1;3;10;1;0
513;D;Dc;Acerbi;Inter;29;6,17;6,5;3;0;0;0;0;0;1;1;0;0
2120;D;Dc;Bastoni;Inter;28;6,32;6,45;1;0;0;0;0;0;3;5;0;0
2788;D;Dc;Bremer;Juventus;36;6,24;6,36;3;0;0;0;0;0;0;9;0;0
4887;D;"Dd;E";Bellanova;Torino;36;6,14;6,35;1;0;0;0;0;0;7;5;0;0
5877;D;E;Carlos Augusto;Inter;35;6,14;6,21;0;0;0;0;0;0;3;1;0;0
2525;D;"Dd;Dc";Darmian;Inter;32;6,14;6,33;2;0;0;0;0;0;1;2;0;0
4945;D;"Ds;E";Calafiori;Bologna;27;6,35;6,57;2;0;0;0;0;0;4;4;0;1
5323;D;Dc;Martinez Quarta;Fiorentina;28;6,04;6,41;5;0;0;0;0;0;0;9;0;0
5365;D;"Dd;Dc";Dragusin;Genoa;19;6,11;6,45;2;0;0;0;0;0;1;1;0;0
5514;D;"Ds;Dc";Vasquez;Genoa;35;6,16;6,19;1;0;0;0;0;0;1;6;0;0
6217;D;Dc;Bisseck;Inter;11;6,36;7;2;0;0;0;0;0;1;0;0;0
2169;D;"Ds;Dc";Rodriguez R.;Torino;35;6,11;6,17;1;0;0;0;0;0;1;4;0;0
2816;D;"Dd;E";Di Lorenzo;Napoli;36;6,07;6,21;1;0;0;0;0;0;5;6;0;0
4751;D;Dc;Tomori;Milan;25;6;6,32;4;0;0;0;0;0;0;6;1;0
5526;D;Dc;Scalvini;Atalanta;33;6,06;6,2;1;0;0;0;0;0;3;3;0;0
393;D;Dc;Luperto;Empoli;38;6;6,05;1;0;0;0;0;0;1;4;0;0
2296;D;Dc;Mancini;Roma;35;5,99;6,2;4;0;0;0;0;0;0;9;0;0
4210;D;Dc;Mina;Cagliari;15;6,03;6,27;2;0;0;1;1;0;0;5;0;0
5375;D;E;Maehle;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
5867;D;"Dd;E";Gendrey;Lecce;37;5,92;6,09;2;0;0;0;0;0;3;5;0;0
6066;D;"Dd;Dc";Posch;Bologna;30;6,1;6,15;1;0;0;0;0;0;2;7;0;0
322;D;Dc;De Vrij;Inter;22;6,27;6,41;1;0;0;0;0;0;0;0;0;0
554;D;E;Zappacosta;Atalanta;31;5,92;6,06;2;0;0;0;0;0;1;5;0;0
1852;D;E;Spinazzola;Roma;23;6,09;6,3;1;0;0;0;0;0;2;0;0;0
4177;D;"Dd;Dc";Pavard;Inter;21;6,29;6,24;0;0;0;0;0;0;2;6;0;0
4237;D;"Dd;Ds;Dc";Danilo;Juventus;28;6,09;6,11;1;0;0;0;0;0;1;7;0;0
4502;D;"Ds;E";Gallo;Lecce;34;5,94;6;0;0;0;0;0;0;3;2;0;0
5354;D;"Ds;E";Ruggeri;Atalanta;33;5,97;6,08;0;0;0;0;0;0;5;3;0;0
5520;D;"Dd;Ds;E";Cambiaso;Juventus;34;6;6,12;2;0;0;0;0;0;3;10;0;0
5555;D;"Ds;E";Kamara H.;Udinese;31;6,06;6,1;1;0;0;0;0;0;0;4;0;0
5831;D;Dc;Gatti;Juventus;32;5,97;6,11;4;0;0;0;0;0;0;7;0;2
6042;D;Dc;Lucumi';Bologna;29;6,1;6,07;0;0;0;0;0;0;0;2;0;0
6235;D;"Dd;Ds;E";Kayode;Fiorentina;26;6,06;6,17;1;0;0;0;0;0;1;2;0;0
252;D;"Ds;E";Biraghi;Fiorentina;28;5,96;6,11;2;0;0;1;0;1;5;8;0;0
327;D;"Dd;Dc";Patric;Lazio;19;6,08;6,29;2;0;0;0;0;0;0;4;0;0
357;D;"Dd;E";Calabria;Milan;29;5,95;6,03;1;0;0;0;0;0;3;3;2;0
464;D;"Dd;Ds;E";Florenzi;Milan;27;6;6,19;1;0;0;0;0;0;4;5;0;0
2006;D;"Dd;E";Lirola;Frosinone;24;5,75;6,02;2;0;0;0;0;0;1;1;0;0
2160;D;E;Gosens;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
2640;D;"Ds;Dc";Kolasinac;Atalanta;29;6,03;6,07;1;0;0;0;0;0;0;4;0;0
4409;D;Dc;Rrahmani;Napoli;30;5,93;6,15;3;0;0;0;0;0;0;5;0;0
4772;D;"Ds;E";Angelino;Roma;16;5,94;5,88;0;0;0;0;0;0;2;2;0;1
6148;D;"Ds;E";Kristiansen;Bologna;30;5,97;6;0;0;0;0;0;0;3;4;0;0
294;D;Dc;Rugani;Juventus;14;6,11;6,46;2;0;0;0;0;0;0;2;0;0
487;D;"Dd;E";De Silvestri;Bologna;12;6,17;6,67;2;0;0;0;0;0;0;0;0;0
787;D;Dc;Djimsiti;Atalanta;36;5,94;5,92;0;0;0;0;0;0;1;4;0;0
2285;D;Dc;Bani;Genoa;27;6,02;6,07;2;0;0;0;0;0;0;9;0;0
4332;D;Dc;Demiral;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
4385;D;E;Lazaro;Torino;30;6,02;6,07;0;0;0;0;0;0;3;3;0;0
4401;D;Dc;Gabbia;Milan;17;6,06;6,26;2;0;0;0;0;0;0;5;0;0
4426;D;"Dd;E";Toljan;Sassuolo;24;5,92;6,06;0;0;0;0;0;0;4;1;0;0
4461;D;"Dd;E";Zappa;Cagliari;37;5,8;5,91;1;0;0;0;0;0;2;2;0;0
4899;D;E;Singo;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
4904;D;Dc;Mari';Monza;33;5,98;5,88;0;0;0;0;0;0;0;7;0;0
5838;D;"Dd;Ds;E";Birindelli;Monza;32;6;5,89;0;0;0;0;0;0;0;7;0;0
5847;D;Dc;Bijol;Udinese;24;6,08;6;0;0;0;0;0;0;0;4;0;0
5856;D;"Dd;E";Sambia;Salernitana;16;5,91;6,09;1;0;0;0;0;0;2;4;0;0
6202;D;Dc;Beukema;Bologna;30;6,02;6,02;1;0;0;0;0;0;0;4;1;0
6230;D;Dc;Dossena;Cagliari;35;5,84;5,94;2;0;0;0;0;0;4;5;0;2
76;D;Dc;Romagnoli S.;Frosinone;33;5,83;5,83;1;0;0;0;0;0;0;6;0;0
791;D;"Dd;Ds;E";Sabelli;Genoa;31;5,92;5,87;0;0;0;0;0;0;1;5;0;0
2653;D;"Ds;E";Lykogiannis;Bologna;18;5,97;6,36;2;0;0;0;0;0;2;2;0;0
2769;D;Dc;Magnani;Verona;30;6;5,9;0;0;0;0;0;0;0;6;0;0
4245;D;Dc;Smalling;Roma;6;5,83;5,83;0;0;0;0;0;0;0;0;0;0
4331;D;Dc;Ibanez;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
4421;D;"Ds;E";Augello;Cagliari;32;5,77;5,81;1;0;0;0;0;0;1;5;0;0
4952;D;Dc;Monterisi;Frosinone;18;5,83;6,25;2;0;0;0;0;0;2;1;0;0
5239;D;Dc;Llorente D.;Roma;29;5,91;5,97;1;0;0;0;0;0;1;5;0;0
5603;D;Dc;Pongracic;Lecce;36;5,94;5,81;0;0;0;0;0;0;0;8;1;0
5677;D;Dc;Perez N.;Udinese;36;5,94;5,82;0;0;0;0;0;0;0;7;1;0
5678;D;E;Holm;Atalanta;18;5,94;6,08;1;0;0;0;0;0;1;5;0;0
5982;D;"Dd;E";Spence;Genoa;15;6;5,97;0;0;0;0;0;0;0;1;0;0
6041;D;Dc;Schuurs;Torino;9;6,11;6,33;1;0;0;0;0;0;0;2;0;0
6047;D;"Dd;E";Ehizibue;Udinese;20;5,88;5,82;0;0;0;0;0;0;1;4;0;0
6257;D;"Ds;E";Dorgu;Lecce;29;5,9;6;2;0;0;0;0;0;0;6;0;0
459;D;Dc;Manolas;Salernitana;8;5,81;5,81;0;0;0;0;0;0;0;0;0;0
460;D;Dc;Romagnoli;Lazio;28;5,96;5,8;0;0;0;0;0;0;0;9;0;0
2104;D;"Dd;E";Bereszynski;Empoli;23;5,85;5,83;0;0;0;0;0;0;1;3;0;0
2188;D;"Dd;Ds;E";Marusic;Lazio;37;5,72;5,73;1;0;0;0;0;0;0;3;1;0
2263;D;"Dd;E";Lazzari;Lazio;24;5,94;5,9;0;0;0;0;0;0;2;4;1;0
2318;D;"Ds;E";Rogerio;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
2593;D;"Ds;E";Martin;Genoa;20;5,92;5,92;0;0;0;0;0;0;2;2;1;0
4317;D;Dc;N'Dicka;Roma;25;5,86;5,86;0;0;0;0;0;0;3;6;0;0
4378;D;"Ds;Dc";Ranieri L.;Fiorentina;25;5,86;5,88;2;0;0;0;0;0;1;14;0;0
4530;D;"Ds;E";Kyriakopoulos;Monza;27;5,87;5,93;0;0;0;0;0;0;3;3;0;0
4982;D;Dc;Erlic;Sassuolo;32;5,77;5,78;1;0;0;0;0;0;0;5;0;0
4994;D;E;Vojvoda;Torino;21;5,88;5,95;0;0;0;0;0;0;3;3;0;0
5067;D;E;Bakker;Atalanta;9;5,72;6;1;0;0;0;0;0;0;1;0;0
5481;D;"Dd;Ds;E";Mazzocchi;Napoli;25;5,68;5,64;0;0;0;0;0;0;2;4;1;0
5527;D;"Dd;E";Zanoli;Salernitana;18;5,83;5,75;0;0;0;0;0;0;2;4;0;1
5750;D;Dc;Ostigard;Napoli;20;5,9;6;1;0;0;0;0;0;0;2;0;0
5764;D;Dc;Coppola D.;Verona;20;5,85;5,92;2;0;0;0;0;0;0;9;0;0
5833;D;Dc;Gila;Lazio;21;6,02;5,93;0;0;0;0;0;0;0;2;1;0
5851;D;"Ds;E";Doig;Sassuolo;28;5,82;5,77;0;0;0;0;0;0;2;7;0;0
5862;D;"Ds;E";Valeri;Frosinone;15;5,6;5,57;0;0;0;0;0;0;1;3;0;0
6046;D;Dc;Hien;Atalanta;22;5,95;5,82;0;0;0;0;0;0;0;4;1;0
6245;D;"Dd;Dc";Vogliacco;Genoa;15;6,03;5,97;0;0;0;0;0;0;1;4;0;0
6432;D;"Dd;Ds;E";Pierozzi;Salernitana;12;6;6;1;0;0;0;0;0;0;6;0;0
6485;D;Dc;Kristensen T.;Udinese;26;5,79;5,75;0;0;0;0;0;0;1;2;1;0
49;D;"Ds;Dc";Masina;Torino;15;5,87;5,8;0;0;0;0;0;0;0;2;0;0
697;D;E;Cuadrado;Inter;10;6,05;6,2;0;0;0;0;0;0;2;1;0;0
1895;D;Dc;Ferrari G.;Sassuolo;27;5,56;5,59;1;0;0;0;0;0;0;4;0;0
2180;D;"Dd;E";Karsdorp;Roma;18;6,03;6,08;0;0;0;0;0;0;2;2;0;0
2405;D;Dc;Boateng J.;Salernitana;6;5,83;5,83;0;0;0;0;0;0;0;0;0;0
4374;D;Dc;Walukiewicz;Empoli;27;5,76;5,65;0;0;0;0;0;0;0;6;0;0
4925;D;"Ds;Dc";Carboni A.;Monza;21;5,88;6;1;0;0;0;0;0;0;1;0;0
4958;D;"Ds;Dc";Caldirola;Monza;29;5,79;5,78;1;0;0;0;0;0;0;5;1;0
5010;D;Dc;Ismajli;Empoli;25;5,72;5,68;0;0;0;0;0;0;0;2;0;0
5332;D;"Ds;E";Bastoni S.;Empoli;12;5,88;6;1;0;0;0;0;0;0;3;0;0
5532;D;"Ds;E";Bradaric;Salernitana;34;5,72;5,74;0;0;0;0;0;0;3;5;0;0
5695;D;"Ds;E";Haps;Genoa;14;5,93;6;0;0;0;0;0;0;1;0;0;0
5718;D;Dc;Viti;Sassuolo;14;5,89;5,96;1;0;0;0;0;0;0;0;0;1
5739;D;"Dd;Dc";De Winter;Genoa;29;5,84;5,74;0;0;0;0;0;0;1;6;1;0
5804;D;"Ds;E";Cacace;Empoli;28;5,73;5,66;0;0;0;0;0;0;1;6;0;0
5835;D;"Dd;Dc";Baschirotto;Lecce;37;5,76;5,72;0;0;0;0;0;0;1;3;1;0
5840;D;"Ds;E";Olivera;Napoli;22;5,82;5,89;1;0;0;0;0;0;0;3;0;0
6039;D;"Ds;Dc";Cabal;Verona;19;5,82;5,66;0;0;0;0;0;0;0;6;0;0
6211;D;"Ds;E";Zemura;Udinese;21;5,86;5,98;1;0;0;0;0;0;0;1;0;0
6433;D;Dc;Huijsen;Roma;11;5,86;6,05;2;0;0;0;0;0;0;4;0;1
140;D;"Dd;Ds;E";Hysaj;Lazio;20;5,7;5,65;0;0;0;0;0;0;0;2;0;0
226;D;Dc;Izzo;Monza;20;5,82;5,62;0;0;0;0;0;0;0;9;0;0
253;D;"Dd;Ds;Dc";D'Ambrosio;Monza;24;5,79;5,69;0;0;0;0;0;0;0;3;1;0
256;D;"Ds;Dc";Juan Jesus;Napoli;24;5,69;5,67;1;0;0;0;0;0;0;7;0;0
286;D;Dc;Bonucci;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
418;D;Dc;Goldaniga;Cagliari;13;5,65;5,54;0;0;0;0;0;0;0;3;0;0
662;D;"Ds;Dc";Alex Sandro;Juventus;10;6;6,25;1;0;0;0;0;0;0;1;0;0
695;D;Dc;Toloi;Atalanta;14;5,89;5,68;0;0;0;0;0;0;0;4;1;0
729;D;"Dd;E";Pereira P.;Monza;19;5,76;5,74;0;0;0;0;0;0;1;3;0;0
1891;D;"Dd;Dc";Ceccherini;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;D;Dc;Fazio;Salernitana;17;5,71;5,85;1;0;0;0;0;0;1;3;0;0
2083;D;"Dd;Dc";Biraschi;Genoa;1;6;9;1;0;0;0;0;0;0;0;0;0
2130;D;E;Hateboer;Atalanta;18;5,83;5,78;0;0;0;0;0;0;1;5;0;0
2164;D;Dc;Milenkovic;Fiorentina;30;5,67;5,6;0;0;0;0;0;0;0;4;0;0
2252;D;"Ds;Dc";Marchizza;Frosinone;13;6;6,19;0;0;0;0;0;0;3;1;0;0
2633;D;Dc;Kjaer;Milan;15;5,83;5,87;0;0;0;0;0;0;1;1;0;0
2728;D;"Ds;E";Pellegrini Lu.;Lazio;17;5,79;5,76;1;0;0;0;0;0;0;5;1;0
4432;D;Dc;Okoli;Frosinone;34;5,72;5,62;0;0;0;0;0;0;1;9;0;0
4493;D;Dc;Dawidowicz;Verona;26;5,77;5,6;0;0;0;0;0;0;0;5;0;1
4657;D;"Dd;E";Celik;Roma;12;5,92;5,88;0;0;0;0;0;0;0;1;0;0
4802;D;"Ds;E";Vinagre;Verona;7;5,79;5,79;0;0;0;0;0;0;0;0;0;0
4897;D;Dc;Pirola;Salernitana;25;5,5;5,54;1;0;0;0;0;0;0;4;0;0
